row_number,test_short_name,test_full_name,date_sample_submitted,client_name,client_type,sample_type,site,sample_description_number_1,sample_description_number_2,sample_description_number_3,sample_description_number_4,analytical_company_name,lab_number,measurement_name,measurement_result
159,S001,Standard Soil Test,2015-06-23T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,Harrell's,NA,Zinc (ppm),3.5
160,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,pH,6.6
161,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Salt Concentration - TDS (ppm),101.8
162,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,pHc,8.2
163,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Conductivity (mmhos/cm),0.2
164,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,SAR,0.05
165,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Adjusted SAR,0.05
166,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Calcium (ppm),24.1
167,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Calcium (mEq/L),1.2
168,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Calcium (lbs/ac in),5.5
169,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Magnesium (ppm),2.4
170,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Magnesium (mEq/L),0.2
171,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Magnesium (lbs/ac in),0.5
172,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Potassium (ppm),1.2
173,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Potassium (mEq/L),0
174,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Potassium (lbs/ac in),0.25
175,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Sodium (ppm),0.9
176,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Sodium (mEq/L),0
177,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Sodium (lbs/ac in),0.16
178,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Iron (ppm),0.1
179,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Total Cations (mEq/L),1.5
180,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Total Alkalinity-CaCO3 (ppm),69.6
181,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Total Alkalinity-CaCO3 (lbs/ac in),15.83
182,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Carbonate (ppm),0
183,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Carbonate (mEq/L),0
184,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Carbonate (lbs/ac in),0
185,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Bicarbonate (ppm),84.9
186,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Bicarbonate (mEq/L),1.4
187,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Bicarbonate (lbs/ac in),19.25
188,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Hydroxide (ppm),0
189,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Chloride (ppm),NA
190,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Sulfate (ppm),6.5
191,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Sulfate (lbs/ac in),0.15
192,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Total Anions (mEq/L),1.5
193,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Cation/Anion Ratio,0.96
194,W002,Standard Irrigation Water Analysis,2015-06-23T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,Harrell's,NA,Boron (ppm),NA
195,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,pH,8.1
196,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Soluble Salts (ppm),353
197,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Total Nitrogen (ppm),NA
198,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Ammonium (ppm),NA
199,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Calcium (ppm),76
200,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Magnesium (ppm),13
201,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Potassium (ppm),25
202,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Phosphorus (ppm),0.6
203,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Sulfur (ppm),49
204,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Bicarbonate (ppm),127
205,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,SAR,0.5
206,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Sodium (ppm),16
207,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Boron (ppm),0.04
208,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Iron (ppm),0.65
209,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Copper (ppm),0.15
210,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Manganese (ppm),0.04
211,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Zinc (ppm),0.02
212,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Chloride (ppm),17
213,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Calcium (%),61.5
214,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Magnesium (%),16.8
215,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Potassium (%),10.5
216,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,2,NA,NA,Harrell's,NA,Sodium (%),11.2
217,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,pH,8
218,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Soluble Salts (ppm),120
219,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Total Nitrogen (ppm),2.2
220,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Ammonium (ppm),1
221,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Calcium (ppm),19
222,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Magnesium (ppm),5
223,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Potassium (ppm),13
224,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Phosphorus (ppm),2.2
225,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Sulfur (ppm),9
226,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Bicarbonate (ppm),44
227,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,SAR,0.3
228,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Sodium (ppm),6
229,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Boron (ppm),0.03
230,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Iron (ppm),1.72
231,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Copper (ppm),0.12
232,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Manganese (ppm),0.02
233,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Zinc (ppm),0.02
234,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Chloride (ppm),4
235,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Calcium (%),47.3
236,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Magnesium (%),21
237,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Potassium (%),17.4
238,S006W,SPE Analysis (Extracted w/ Client Water),2015-06-23T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,Harrell's,NA,Sodium (%),14.3
239,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Total Exchange Capacity (meq/100g),13.3
240,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,pH,7.5
241,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Organic Matter (%),4.4
242,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Sulfur (ppm),70
243,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Phosphorus (ppm),110
244,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Calcium (ppm),2091
245,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Magnesium (ppm),211
246,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Potassium (ppm),175
247,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Sodium (ppm),32
248,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Calcium (%),78.5
249,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Magnesium (%),13.2
250,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Potassium (%),3.4
251,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Sodium (%),1
252,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Other Bases (%),3.9
253,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Hydrogen (%),0
254,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Boron (ppm),0.9
255,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Iron (ppm),398
256,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Manganese (ppm),50
257,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Copper (ppm),2.2
258,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Harrell's,NA,Zinc (ppm),16.6
259,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Total Exchange Capacity (meq/100g),14.8
260,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,pH,7.7
261,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Organic Matter (%),3.6
262,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Sulfur (ppm),69
263,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Phosphorus (ppm),70
264,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Calcium (ppm),2387
265,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Magnesium (ppm),201
266,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Potassium (ppm),174
267,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Sodium (ppm),45
268,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Calcium (%),80.6
269,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Magnesium (%),11.3
270,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Potassium (%),3
271,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Sodium (%),1.3
272,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Other Bases (%),3.7
273,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Hydrogen (%),0
274,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Boron (ppm),0.9
275,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Iron (ppm),365
276,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Manganese (ppm),67
277,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Copper (ppm),2.3
278,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,Harrell's,NA,Zinc (ppm),9.2
279,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Total Exchange Capacity (meq/100g),12.7
280,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,pH,7.5
281,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Organic Matter (%),4.8
282,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Sulfur (ppm),62
283,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Phosphorus (ppm),135
284,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Calcium (ppm),1958
285,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Magnesium (ppm),205
286,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Potassium (ppm),218
287,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Sodium (ppm),28
288,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Calcium (%),77.3
289,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Magnesium (%),13.5
290,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Potassium (%),4.4
291,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Sodium (%),1
292,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Other Bases (%),3.9
293,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Hydrogen (%),0
294,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Boron (ppm),0.8
295,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Iron (ppm),424
296,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Manganese (ppm),68
297,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Copper (ppm),2.8
298,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Harrell's,NA,Zinc (ppm),15.6
299,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Total Exchange Capacity (meq/100g),3.1
300,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,pH,7.3
301,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Organic Matter (%),0.7
302,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Sulfur (ppm),24
303,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Phosphorus (ppm),24
304,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Calcium (ppm),381
305,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Magnesium (ppm),101
306,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Potassium (ppm),51
307,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Sodium (ppm),21
308,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Calcium (%),61.5
309,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Magnesium (%),27.2
310,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Potassium (%),4.2
311,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Sodium (%),3
312,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Other Bases (%),4.1
313,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Hydrogen (%),0
314,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Boron (ppm),0.6
315,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Iron (ppm),56
316,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Manganese (ppm),11
317,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Copper (ppm),1
318,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,17,NA,NA,Harrell's,NA,Zinc (ppm),2.1
319,S001,Standard Soil Test,2016-09-09T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,16,NA,NA,Harrell's,NA,Total Exchange Capacity (meq/100g),3
